Territory,Retail & recreation,Grocery & pharmacy,Parks,Transit stations,Workplace,Residential
Hawaii,-55%,-29%,-66%,-74%,-47%,+18%
Hawaii_County,-56%,-34%,-72%,-89%,-42%,+16%
Honolulu_County,-52%,-24%,-62%,-70%,-46%,+19%
Kauai_County,-67%,-50%,-73%,-89%,-47%,+22%
Maui_County,-65%,-37%,-76%,-88%,-54%,+20%
