Territory,Retail & recreation,Grocery & pharmacy,Parks,Transit stations,Workplace,Residential
Delaware,-41%,-16%,+26%,-48%,-37%,+14%
Kent_County,-35%,-16%,+9%,-24%,-35%,+13%
New_Castle_County,-44%,-19%,+32%,-50%,-39%,+15%
Sussex_County,-40%,-9%,-9%,-46%,-35%,+13%
